Date,Asset,Price,Log_Return
2022-01-19,GOLD,1843.1,0.016852
2022-01-20,GOLD,1842.5,-0.000326
2022-01-21,GOLD,1831.8,-0.005824
2022-01-24,GOLD,1841.7,0.00539
2022-01-25,GOLD,1852.7,0.005955
2022-01-26,GOLD,1829.9,-0.012383
2022-01-27,GOLD,1793.3,-0.020204
2022-01-28,GOLD,1784.9,-0.004695
2022-01-31,GOLD,1795.0,0.005643
2022-02-01,GOLD,1800.3,0.002948
2022-02-02,GOLD,1809.2,0.004931
2022-02-03,GOLD,1803.0,-0.003433
2022-02-04,GOLD,1806.6,0.001995
2022-02-07,GOLD,1820.6,0.007719
2022-02-08,GOLD,1826.6,0.00329
2022-02-09,GOLD,1835.2,0.004697
2022-02-10,GOLD,1836.2,0.000545
2022-02-11,GOLD,1840.8,0.002502
2022-02-14,GOLD,1868.0,0.014668
2022-02-15,GOLD,1854.8,-0.007091
2022-02-16,GOLD,1870.2,0.008268
2022-02-17,GOLD,1900.7,0.016177
2022-02-18,GOLD,1898.6,-0.001105
2022-02-22,GOLD,1906.1,0.003942
2022-02-23,GOLD,1909.2,0.001625
2022-02-24,GOLD,1925.1,0.008294
2022-02-25,GOLD,1886.5,-0.020255
2022-02-28,GOLD,1899.4,0.006815
2022-03-01,GOLD,1942.4,0.022386
2022-03-02,GOLD,1920.9,-0.01113
2022-03-03,GOLD,1934.4,0.007003
2022-03-04,GOLD,1965.1,0.015746
2022-03-07,GOLD,1993.9,0.014549
2022-03-08,GOLD,2040.1,0.022906
2022-03-09,GOLD,1985.9,-0.026927
2022-03-10,GOLD,1998.1,0.006124
2022-03-11,GOLD,1982.7,-0.007737
2022-03-14,GOLD,1959.6,-0.011719
2022-03-15,GOLD,1928.5,-0.015998
2022-03-16,GOLD,1908.0,-0.010687
2022-03-17,GOLD,1942.1,0.017714
2022-03-18,GOLD,1928.2,-0.007183
2022-03-21,GOLD,1928.6,0.000207
2022-03-22,GOLD,1920.7,-0.004105
2022-03-23,GOLD,1936.6,0.008244
2022-03-24,GOLD,1961.6,0.012827
2022-03-25,GOLD,1953.8,-0.003984
2022-03-28,GOLD,1939.6,-0.007294
2022-03-29,GOLD,1912.0,-0.014332
2022-03-30,GOLD,1933.5,0.011182
2022-03-31,GOLD,1949.2,0.008087
2022-04-01,GOLD,1919.1,-0.015563
2022-04-04,GOLD,1929.2,0.005249
2022-04-05,GOLD,1922.9,-0.003271
2022-04-06,GOLD,1918.4,-0.002343
2022-04-07,GOLD,1933.8,0.007995
2022-04-08,GOLD,1941.6,0.004025
2022-04-11,GOLD,1944.3,0.00139
2022-04-12,GOLD,1972.1,0.014197
2022-04-13,GOLD,1981.0,0.004503
2022-04-14,GOLD,1970.9,-0.005111
2022-04-18,GOLD,1982.9,0.00607
2022-04-19,GOLD,1955.7,-0.013812
2022-04-20,GOLD,1952.3,-0.00174
2022-04-21,GOLD,1944.9,-0.003798
2022-04-22,GOLD,1931.0,-0.007173
2022-04-25,GOLD,1893.2,-0.01977
2022-04-26,GOLD,1901.4,0.004322
2022-04-27,GOLD,1885.9,-0.008185
2022-04-28,GOLD,1888.7,0.001484
2022-04-29,GOLD,1909.3,0.010848
2022-05-02,GOLD,1861.8,-0.025193
2022-05-03,GOLD,1868.8,0.003753
2022-05-04,GOLD,1867.0,-0.000964
2022-05-05,GOLD,1874.0,0.003742
2022-05-06,GOLD,1881.2,0.003835
2022-05-09,GOLD,1857.1,-0.012894
2022-05-10,GOLD,1839.9,-0.009305
2022-05-11,GOLD,1852.6,0.006879
2022-05-12,GOLD,1823.8,-0.015668
2022-05-13,GOLD,1807.4,-0.009033
2022-05-16,GOLD,1813.5,0.003369
2022-05-17,GOLD,1818.2,0.002588
2022-05-18,GOLD,1815.9,-0.001266
2022-05-19,GOLD,1841.2,0.013836
2022-05-20,GOLD,1841.8,0.000326
2022-05-23,GOLD,1847.8,0.003252
2022-05-24,GOLD,1865.1,0.009319
2022-05-25,GOLD,1846.2,-0.010185
2022-05-26,GOLD,1847.4,0.00065
2022-05-27,GOLD,1851.3,0.002109
2022-05-31,GOLD,1842.7,-0.004656
2022-06-01,GOLD,1843.3,0.000326
2022-06-02,GOLD,1866.5,0.012508
2022-06-03,GOLD,1845.4,-0.011369
2022-06-06,GOLD,1839.2,-0.003365
2022-06-07,GOLD,1847.5,0.004503
2022-06-08,GOLD,1851.9,0.002379
2022-06-09,GOLD,1848.8,-0.001675
2022-06-10,GOLD,1871.5,0.012203
2022-06-13,GOLD,1828.0,-0.023518
2022-06-14,GOLD,1809.5,-0.010172
2022-06-15,GOLD,1815.3,0.0032
2022-06-16,GOLD,1845.7,0.016608
2022-06-17,GOLD,1835.6,-0.005487
2022-06-21,GOLD,1834.6,-0.000545
2022-06-22,GOLD,1834.3,-0.000163
2022-06-23,GOLD,1825.7,-0.0047
2022-06-24,GOLD,1826.5,0.000438
2022-06-27,GOLD,1820.9,-0.003071
2022-06-28,GOLD,1817.5,-0.001869
2022-06-29,GOLD,1813.7,-0.002093
2022-06-30,GOLD,1804.1,-0.005307
2022-07-01,GOLD,1798.9,-0.002886
2022-07-05,GOLD,1761.8,-0.020839
2022-07-06,GOLD,1734.9,-0.015386
2022-07-07,GOLD,1737.9,0.001728
2022-07-08,GOLD,1740.6,0.001552
2022-07-11,GOLD,1730.0,-0.006108
2022-07-12,GOLD,1723.3,-0.00388
2022-07-13,GOLD,1734.2,0.006305
2022-07-14,GOLD,1704.5,-0.017274
2022-07-15,GOLD,1702.4,-0.001233
2022-07-18,GOLD,1709.2,0.003986
2022-07-19,GOLD,1710.0,0.000468
2022-07-20,GOLD,1699.5,-0.006159
2022-07-21,GOLD,1712.7,0.007737
2022-07-22,GOLD,1727.1,0.008373
2022-07-25,GOLD,1719.0,-0.004701
2022-07-26,GOLD,1717.7,-0.000757
2022-07-27,GOLD,1719.1,0.000815
2022-07-28,GOLD,1750.3,0.017986
2022-07-29,GOLD,1762.9,0.007173
2022-08-01,GOLD,1769.0,0.003454
2022-08-02,GOLD,1771.1,0.001186
2022-08-03,GOLD,1758.0,-0.007424
2022-08-04,GOLD,1788.5,0.0172
2022-08-05,GOLD,1772.9,-0.008761
2022-08-08,GOLD,1786.8,0.00781
2022-08-09,GOLD,1794.0,0.004021
2022-08-10,GOLD,1795.6,0.000891
2022-08-11,GOLD,1789.7,-0.003291
2022-08-12,GOLD,1798.6,0.004961
2022-08-15,GOLD,1781.4,-0.009609
2022-08-16,GOLD,1773.2,-0.004614
2022-08-17,GOLD,1760.3,-0.007302
2022-08-18,GOLD,1755.3,-0.002844
2022-08-19,GOLD,1747.6,-0.004396
2022-08-22,GOLD,1734.0,-0.007813
2022-08-23,GOLD,1746.8,0.007355
2022-08-24,GOLD,1747.8,0.000572
2022-08-25,GOLD,1757.7,0.005648
2022-08-26,GOLD,1736.1,-0.012365
2022-08-29,GOLD,1736.6,0.000288
2022-08-30,GOLD,1723.2,-0.007746
2022-08-31,GOLD,1712.8,-0.006054
2022-09-01,GOLD,1696.6,-0.009503
2022-09-02,GOLD,1709.8,0.00775
2022-09-06,GOLD,1700.4,-0.005513
2022-09-07,GOLD,1715.3,0.008724
2022-09-08,GOLD,1708.0,-0.004265
2022-09-09,GOLD,1716.2,0.004789
2022-09-12,GOLD,1728.1,0.00691
2022-09-13,GOLD,1705.0,-0.013457
2022-09-14,GOLD,1696.5,-0.004998
2022-09-15,GOLD,1665.4,-0.018502
2022-09-16,GOLD,1671.7,0.003776
2022-09-19,GOLD,1666.2,-0.003295
2022-09-20,GOLD,1659.7,-0.003909
2022-09-21,GOLD,1664.6,0.002948
2022-09-22,GOLD,1670.8,0.003718
2022-09-23,GOLD,1645.3,-0.01538
2022-09-26,GOLD,1623.3,-0.013462
2022-09-27,GOLD,1626.7,0.002092
2022-09-28,GOLD,1660.4,0.020505
2022-09-29,GOLD,1658.5,-0.001145
2022-09-30,GOLD,1662.4,0.002349
2022-10-03,GOLD,1692.9,0.018181
2022-10-04,GOLD,1721.1,0.016521
2022-10-05,GOLD,1711.4,-0.005652
2022-10-06,GOLD,1711.7,0.000175
2022-10-07,GOLD,1700.5,-0.006565
2022-10-10,GOLD,1667.3,-0.019717
2022-10-11,GOLD,1678.7,0.006814
2022-10-12,GOLD,1670.3,-0.005016
2022-10-13,GOLD,1670.0,-0.00018
2022-10-14,GOLD,1641.7,-0.017091
2022-10-17,GOLD,1657.0,0.009276
2022-10-18,GOLD,1649.0,-0.00484
2022-10-19,GOLD,1627.5,-0.013124
2022-10-20,GOLD,1630.8,0.002026
2022-10-21,GOLD,1651.0,0.01231
2022-10-24,GOLD,1648.7,-0.001394
2022-10-25,GOLD,1652.8,0.002484
2022-10-26,GOLD,1664.0,0.006753
2022-10-27,GOLD,1660.7,-0.001985
2022-10-28,GOLD,1639.6,-0.012787
2022-10-31,GOLD,1635.9,-0.002259
2022-11-01,GOLD,1645.0,0.005547
2022-11-02,GOLD,1645.7,0.000425
2022-11-03,GOLD,1627.3,-0.011244
2022-11-04,GOLD,1672.5,0.027397
2022-11-07,GOLD,1676.5,0.002389
2022-11-08,GOLD,1712.1,0.021012
2022-11-09,GOLD,1710.1,-0.001169
2022-11-10,GOLD,1750.3,0.023235
2022-11-11,GOLD,1766.0,0.00893
2022-11-14,GOLD,1773.6,0.004294
2022-11-15,GOLD,1773.8,0.000113
2022-11-16,GOLD,1773.0,-0.000451
2022-11-17,GOLD,1760.8,-0.006905
2022-11-18,GOLD,1751.9,-0.005067
2022-11-21,GOLD,1737.4,-0.008311
2022-11-22,GOLD,1738.3,0.000518
2022-11-23,GOLD,1744.9,0.00379
2022-11-25,GOLD,1753.3,0.004802
2022-11-28,GOLD,1740.1,-0.007557
2022-11-29,GOLD,1748.4,0.004759
2022-11-30,GOLD,1746.0,-0.001374
2022-12-01,GOLD,1801.1,0.03107
2022-12-02,GOLD,1795.9,-0.002891
2022-12-05,GOLD,1767.4,-0.015997
2022-12-06,GOLD,1769.3,0.001074
2022-12-07,GOLD,1785.5,0.009114
2022-12-08,GOLD,1788.7,0.001791
2022-12-09,GOLD,1798.1,0.005241
2022-12-12,GOLD,1780.5,-0.009836
2022-12-13,GOLD,1813.9,0.018585
2022-12-14,GOLD,1807.5,-0.003535
2022-12-15,GOLD,1777.2,-0.016906
2022-12-16,GOLD,1790.0,0.007177
2022-12-19,GOLD,1787.7,-0.001286
2022-12-20,GOLD,1815.9,0.015651
2022-12-21,GOLD,1815.9,0.0
2022-12-22,GOLD,1787.0,-0.016043
2022-12-23,GOLD,1795.9,0.004968
2022-12-27,GOLD,1814.8,0.010469
2022-12-28,GOLD,1807.9,-0.003809
2022-12-29,GOLD,1819.5,0.006396
2022-12-30,GOLD,1819.7,0.00011
2023-01-03,GOLD,1839.7,0.010931
2023-01-04,GOLD,1852.8,0.007096
2023-01-05,GOLD,1834.8,-0.009763
2023-01-06,GOLD,1864.2,0.015896
2023-01-09,GOLD,1872.7,0.004549
2023-01-10,GOLD,1871.6,-0.000588
2023-01-11,GOLD,1874.6,0.001602
2023-01-12,GOLD,1895.5,0.011087
2023-01-13,GOLD,1918.4,0.012009
2023-01-17,GOLD,1907.2,-0.005855
2023-01-18,GOLD,1904.4,-0.001469
2023-01-19,GOLD,1922.1,0.009251
2023-01-20,GOLD,1926.4,0.002235
2023-01-23,GOLD,1927.1,0.000363
2023-01-24,GOLD,1933.9,0.003522
2023-01-25,GOLD,1941.2,0.003768
2023-01-26,GOLD,1929.1,-0.006253
2023-01-27,GOLD,1928.6,-0.000259
2023-01-30,GOLD,1922.9,-0.00296
2023-01-31,GOLD,1929.5,0.003426
2023-02-01,GOLD,1927.8,-0.000881
2023-02-02,GOLD,1916.3,-0.005983
2023-02-03,GOLD,1862.9,-0.028262
2023-02-06,GOLD,1866.2,0.00177
2023-02-07,GOLD,1871.7,0.002943
2023-02-08,GOLD,1877.4,0.003041
2023-02-09,GOLD,1866.2,-0.005984
2023-02-10,GOLD,1862.8,-0.001823
2023-02-13,GOLD,1851.9,-0.005869
2023-02-14,GOLD,1854.0,0.001133
2023-02-15,GOLD,1834.2,-0.010737
2023-02-16,GOLD,1842.0,0.004244
2023-02-17,GOLD,1840.4,-0.000869
2023-02-21,GOLD,1833.0,-0.004029
2023-02-22,GOLD,1832.0,-0.000546
2023-02-23,GOLD,1818.0,-0.007671
2023-02-24,GOLD,1808.8,-0.005073
2023-02-27,GOLD,1817.0,0.004523
2023-02-28,GOLD,1828.9,0.006528
2023-03-01,GOLD,1837.7,0.0048
2023-03-02,GOLD,1833.5,-0.002288
2023-03-03,GOLD,1847.7,0.007715
2023-03-06,GOLD,1847.9,0.000108
2023-03-07,GOLD,1813.9,-0.018571
2023-03-08,GOLD,1812.7,-0.000662
2023-03-09,GOLD,1829.3,0.009116
2023-03-10,GOLD,1862.0,0.017718
2023-03-13,GOLD,1911.7,0.026342
2023-03-14,GOLD,1906.2,-0.002881
2023-03-15,GOLD,1926.6,0.010645
2023-03-16,GOLD,1919.0,-0.003953
2023-03-17,GOLD,1969.8,0.026128
2023-03-20,GOLD,1979.2,0.004761
2023-03-21,GOLD,1938.0,-0.021036
2023-03-22,GOLD,1946.8,0.004531
2023-03-23,GOLD,1993.8,0.023855
2023-03-24,GOLD,1982.1,-0.005886
2023-03-27,GOLD,1952.4,-0.015097
2023-03-28,GOLD,1972.4,0.010192
2023-03-29,GOLD,1966.1,-0.003199
2023-03-30,GOLD,1980.3,0.007197
2023-03-31,GOLD,1969.0,-0.005723
2023-04-03,GOLD,1983.9,0.007539
2023-04-04,GOLD,2022.2,0.019121
2023-04-05,GOLD,2020.9,-0.000643
2023-04-06,GOLD,2011.9,-0.004463
2023-04-10,GOLD,1989.1,-0.011397
2023-04-11,GOLD,2004.8,0.007862
2023-04-12,GOLD,2010.9,0.003038
2023-04-13,GOLD,2041.3,0.015004
2023-04-14,GOLD,2002.2,-0.01934
2023-04-17,GOLD,1994.2,-0.004004
2023-04-18,GOLD,2007.4,0.006597
2023-04-19,GOLD,1995.2,-0.006096
2023-04-20,GOLD,2007.6,0.006196
2023-04-21,GOLD,1979.5,-0.014096
2023-04-24,GOLD,1989.1,0.004838
2023-04-25,GOLD,1994.0,0.00246
2023-04-26,GOLD,1985.7,-0.004171
2023-04-27,GOLD,1989.9,0.002113
2023-04-28,GOLD,1990.1,0.0001
2023-05-01,GOLD,1983.4,-0.003372
2023-05-02,GOLD,2014.3,0.015459
2023-05-03,GOLD,2028.6,0.007074
2023-05-04,GOLD,2048.0,0.009518
2023-05-05,GOLD,2017.4,-0.015054
2023-05-08,GOLD,2026.3,0.004402
2023-05-09,GOLD,2036.2,0.004874
2023-05-10,GOLD,2030.5,-0.002803
2023-05-11,GOLD,2014.7,-0.007812
2023-05-12,GOLD,2014.5,-9.9e-05
2023-05-15,GOLD,2018.0,0.001736
2023-05-16,GOLD,1988.4,-0.014777
2023-05-17,GOLD,1980.7,-0.00388
2023-05-18,GOLD,1956.5,-0.012293
2023-05-19,GOLD,1978.7,0.011283
2023-05-22,GOLD,1974.8,-0.001973
2023-05-23,GOLD,1972.4,-0.001216
2023-05-24,GOLD,1962.8,-0.004879
2023-05-25,GOLD,1943.1,-0.010087
2023-05-26,GOLD,1944.1,0.000515
2023-05-30,GOLD,1958.0,0.007124
2023-05-31,GOLD,1963.9,0.003009
2023-06-01,GOLD,1978.0,0.007154
2023-06-02,GOLD,1952.4,-0.013027
2023-06-05,GOLD,1958.0,0.002864
2023-06-06,GOLD,1965.5,0.003823
2023-06-07,GOLD,1942.7,-0.011668
2023-06-08,GOLD,1963.6,0.010701
2023-06-09,GOLD,1962.2,-0.000713
2023-06-12,GOLD,1955.3,-0.003523
2023-06-13,GOLD,1944.6,-0.005487
2023-06-14,GOLD,1955.3,0.005487
2023-06-15,GOLD,1957.8,0.001278
2023-06-16,GOLD,1958.4,0.000306
2023-06-20,GOLD,1935.5,-0.011762
2023-06-21,GOLD,1933.3,-0.001137
2023-06-22,GOLD,1912.7,-0.010713
2023-06-23,GOLD,1919.1,0.00334
2023-06-26,GOLD,1923.7,0.002394
2023-06-27,GOLD,1914.0,-0.005055
2023-06-28,GOLD,1912.3,-0.000889
2023-06-29,GOLD,1909.2,-0.001622
2023-06-30,GOLD,1921.1,0.006214
2023-07-03,GOLD,1921.7,0.000312
2023-07-05,GOLD,1919.6,-0.001093
2023-07-06,GOLD,1908.7,-0.005694
2023-07-07,GOLD,1926.2,0.009127
2023-07-10,GOLD,1925.0,-0.000623
2023-07-11,GOLD,1931.3,0.003267
2023-07-12,GOLD,1956.2,0.01281
2023-07-13,GOLD,1959.2,0.001532
2023-07-14,GOLD,1960.1,0.000459
2023-07-17,GOLD,1952.4,-0.003936
2023-07-18,GOLD,1977.2,0.012622
2023-07-19,GOLD,1977.5,0.000152
2023-07-20,GOLD,1968.3,-0.004663
2023-07-21,GOLD,1964.3,-0.002034
2023-07-24,GOLD,1960.3,-0.002038
2023-07-25,GOLD,1962.1,0.000918
2023-07-26,GOLD,1968.9,0.00346
2023-07-27,GOLD,1945.4,-0.012007
2023-07-28,GOLD,1960.4,0.007681
2023-07-31,GOLD,1970.5,0.005139
2023-08-01,GOLD,1940.7,-0.015239
2023-08-02,GOLD,1937.4,-0.001702
2023-08-03,GOLD,1932.0,-0.002791
2023-08-04,GOLD,1939.6,0.003926
2023-08-07,GOLD,1933.5,-0.00315
2023-08-08,GOLD,1924.1,-0.004874
2023-08-09,GOLD,1915.4,-0.004532
2023-08-10,GOLD,1914.4,-0.000522
2023-08-11,GOLD,1912.9,-0.000784
2023-08-14,GOLD,1910.6,-0.001203
2023-08-15,GOLD,1902.5,-0.004249
2023-08-16,GOLD,1896.1,-0.00337
2023-08-17,GOLD,1884.1,-0.006349
2023-08-18,GOLD,1886.1,0.001061
2023-08-21,GOLD,1893.3,0.00381
2023-08-22,GOLD,1896.4,0.001636
2023-08-23,GOLD,1918.5,0.011586
2023-08-24,GOLD,1918.2,-0.000156
2023-08-25,GOLD,1911.1,-0.003708
2023-08-28,GOLD,1917.9,0.003552
2023-08-29,GOLD,1936.5,0.009651
2023-08-30,GOLD,1944.3,0.00402
2023-08-31,GOLD,1938.2,-0.003142
2023-09-01,GOLD,1939.8,0.000825
2023-09-05,GOLD,1926.2,-0.007036
2023-09-06,GOLD,1918.1,-0.004214
2023-09-07,GOLD,1917.5,-0.000313
2023-09-08,GOLD,1918.4,0.000469
2023-09-11,GOLD,1923.3,0.002551
2023-09-12,GOLD,1911.3,-0.006259
2023-09-13,GOLD,1909.1,-0.001152
2023-09-14,GOLD,1910.0,0.000471
2023-09-15,GOLD,1923.7,0.007147
2023-09-18,GOLD,1931.5,0.004047
2023-09-19,GOLD,1932.0,0.000259
2023-09-20,GOLD,1945.6,0.007015
2023-09-21,GOLD,1919.2,-0.013662
2023-09-22,GOLD,1925.4,0.003225
2023-09-25,GOLD,1916.6,-0.004581
2023-09-26,GOLD,1900.4,-0.008488
2023-09-27,GOLD,1871.6,-0.015271
2023-09-28,GOLD,1860.4,-0.006002
2023-09-29,GOLD,1848.1,-0.006633
2023-10-02,GOLD,1830.0,-0.009842
2023-10-03,GOLD,1824.6,-0.002955
2023-10-04,GOLD,1818.5,-0.003349
2023-10-05,GOLD,1816.6,-0.001045
2023-10-06,GOLD,1830.2,0.007459
2023-10-09,GOLD,1849.5,0.01049
2023-10-10,GOLD,1861.0,0.006199
2023-10-11,GOLD,1872.8,0.006321
2023-10-12,GOLD,1869.3,-0.001871
2023-10-13,GOLD,1927.4,0.030608
2023-10-16,GOLD,1921.1,-0.003274
2023-10-17,GOLD,1922.7,0.000832
2023-10-18,GOLD,1955.3,0.016813
2023-10-19,GOLD,1968.4,0.006677
2023-10-20,GOLD,1982.5,0.007138
2023-10-23,GOLD,1976.3,-0.003132
2023-10-24,GOLD,1975.0,-0.000658
2023-10-25,GOLD,1984.1,0.004597
2023-10-26,GOLD,1987.2,0.001561
2023-10-27,GOLD,1988.6,0.000704
2023-10-30,GOLD,1996.2,0.003814
2023-10-31,GOLD,1985.2,-0.005526
2023-11-01,GOLD,1978.8,-0.003229
2023-11-02,GOLD,1985.6,0.00343
2023-11-03,GOLD,1991.5,0.002967
2023-11-06,GOLD,1981.6,-0.004984
2023-11-07,GOLD,1966.8,-0.007497
2023-11-08,GOLD,1951.5,-0.00781
2023-11-09,GOLD,1964.2,0.006487
2023-11-10,GOLD,1932.6,-0.016219
2023-11-13,GOLD,1945.5,0.006653
2023-11-14,GOLD,1961.8,0.008343
2023-11-15,GOLD,1960.1,-0.000867
2023-11-16,GOLD,1983.9,0.012069
2023-11-17,GOLD,1981.6,-0.00116
2023-11-20,GOLD,1977.7,-0.00197
2023-11-21,GOLD,1999.3,0.010863
2023-11-22,GOLD,1991.4,-0.003959
2023-11-24,GOLD,2002.2,0.005409
2023-11-27,GOLD,2011.8,0.004783
2023-11-28,GOLD,2039.7,0.013773
2023-11-29,GOLD,2047.1,0.003621
2023-11-30,GOLD,2038.1,-0.004406
2023-12-01,GOLD,2071.0,0.016014
2023-12-04,GOLD,2024.1,-0.022906
2023-12-05,GOLD,2018.5,-0.00277
2023-12-06,GOLD,2030.5,0.005927
2023-12-07,GOLD,2029.9,-0.000296
2023-12-08,GOLD,1998.3,-0.01569
2023-12-11,GOLD,1978.0,-0.010211
2023-12-12,GOLD,1977.8,-0.000101
2023-12-13,GOLD,1982.3,0.002273
2023-12-14,GOLD,2030.2,0.023876
2023-12-15,GOLD,2021.1,-0.004492
2023-12-18,GOLD,2026.3,0.00257
2023-12-19,GOLD,2038.4,0.005954
2023-12-20,GOLD,2034.5,-0.001915
2023-12-21,GOLD,2039.1,0.002258
2023-12-22,GOLD,2057.1001,0.008789
2023-12-26,GOLD,2058.2,0.000535
2023-12-27,GOLD,2081.8999,0.011449
2023-12-28,GOLD,2073.8999,-0.00385
2023-12-29,GOLD,2062.3999,-0.005561
2024-01-02,GOLD,2064.3999,0.000969
2024-01-03,GOLD,2034.2,-0.014737
2024-01-04,GOLD,2042.3,0.003974
2024-01-05,GOLD,2042.4,4.9e-05
2024-01-08,GOLD,2026.6,-0.007766
2024-01-09,GOLD,2026.4,-9.9e-05
2024-01-10,GOLD,2021.7,-0.002322
2024-01-11,GOLD,2014.3,-0.003667
2024-01-12,GOLD,2046.7,0.015957
2024-01-16,GOLD,2026.0,-0.010165
2024-01-17,GOLD,2002.6,-0.011617
2024-01-18,GOLD,2018.6,0.007958
2024-01-19,GOLD,2026.5,0.003906
2024-01-22,GOLD,2019.8,-0.003312
2024-01-23,GOLD,2023.7,0.001929
2024-01-24,GOLD,2013.9,-0.004854
2024-01-25,GOLD,2016.9,0.001489
2024-01-26,GOLD,2016.8,-5e-05
2024-01-29,GOLD,2025.2,0.004156
2024-01-30,GOLD,2031.5,0.003106
2024-01-31,GOLD,2048.3999,0.008285
2024-02-01,GOLD,2053.0,0.002243
2024-02-02,GOLD,2036.1,-0.008266
2024-02-05,GOLD,2025.7,-0.005121
2024-02-06,GOLD,2034.5,0.004335
2024-02-07,GOLD,2035.2,0.000344
2024-02-08,GOLD,2032.2,-0.001475
2024-02-09,GOLD,2023.3,-0.004389
2024-02-12,GOLD,2018.2,-0.002524
2024-02-13,GOLD,1992.9,-0.012615
2024-02-14,GOLD,1990.3,-0.001305
2024-02-15,GOLD,2002.1,0.005911
2024-02-16,GOLD,2011.5,0.004684
2024-02-20,GOLD,2027.5,0.007923
2024-02-21,GOLD,2022.3,-0.002568
2024-02-22,GOLD,2019.7,-0.001287
2024-02-23,GOLD,2038.6,0.009314
2024-02-26,GOLD,2028.5,-0.004967
2024-02-27,GOLD,2034.0,0.002708
2024-02-28,GOLD,2033.0,-0.000492
2024-02-29,GOLD,2045.7,0.006227
2024-03-01,GOLD,2086.8999,0.01994
2024-03-04,GOLD,2117.7,0.014651
2024-03-05,GOLD,2133.5,0.007433
2024-03-06,GOLD,2150.3,0.007844
2024-03-07,GOLD,2158.0,0.003574
2024-03-08,GOLD,2178.6001,0.009501
2024-03-11,GOLD,2182.5,0.001788
2024-03-12,GOLD,2160.3999,-0.010178
2024-03-13,GOLD,2175.3999,0.006919
2024-03-14,GOLD,2163.0,-0.005716
2024-03-15,GOLD,2157.3,-0.002639
2024-03-18,GOLD,2160.7,0.001575
2024-03-19,GOLD,2156.3,-0.002038
2024-03-20,GOLD,2157.8999,0.000742
2024-03-21,GOLD,2182.3999,0.01129
2024-03-22,GOLD,2158.1001,-0.011197
2024-03-25,GOLD,2174.8,0.007708
2024-03-26,GOLD,2175.6001,0.000368
2024-03-27,GOLD,2190.6001,0.006871
2024-03-28,GOLD,2217.3999,0.01216
2024-04-01,GOLD,2236.5,0.008577
2024-04-02,GOLD,2261.0,0.010895
2024-04-03,GOLD,2294.3999,0.014664
2024-04-04,GOLD,2288.8,-0.002444
2024-04-05,GOLD,2325.7,0.015993
2024-04-08,GOLD,2331.7,0.002577
2024-04-09,GOLD,2343.5,0.005048
2024-04-10,GOLD,2329.6001,-0.005949
2024-04-11,GOLD,2354.8,0.010759
2024-04-12,GOLD,2356.2,0.000594
2024-04-15,GOLD,2365.8,0.004066
2024-04-16,GOLD,2390.8,0.010512
2024-04-17,GOLD,2371.7,-0.008021
2024-04-18,GOLD,2382.3,0.004459
2024-04-19,GOLD,2398.3999,0.006735
2024-04-22,GOLD,2332.2,-0.02799
2024-04-23,GOLD,2327.7,-0.001931
2024-04-24,GOLD,2324.5,-0.001376
2024-04-25,GOLD,2329.8,0.002277
2024-04-26,GOLD,2334.8,0.002144
2024-04-29,GOLD,2345.3999,0.00453
2024-04-30,GOLD,2291.3999,-0.023293
2024-05-01,GOLD,2299.8999,0.003703
2024-05-02,GOLD,2299.2,-0.000304
2024-05-03,GOLD,2299.0,-8.7e-05
2024-05-06,GOLD,2321.6001,0.009782
2024-05-07,GOLD,2315.2,-0.002761
2024-05-08,GOLD,2313.6001,-0.000691
2024-05-09,GOLD,2332.1001,0.007964
2024-05-10,GOLD,2367.3,0.014981
2024-05-13,GOLD,2336.1001,-0.013267
2024-05-14,GOLD,2353.3999,0.007378
2024-05-15,GOLD,2388.7,0.014888
2024-05-16,GOLD,2380.0,-0.003649
2024-05-17,GOLD,2412.2,0.013439
2024-05-20,GOLD,2433.8999,0.008956
2024-05-21,GOLD,2421.7,-0.005025
2024-05-22,GOLD,2389.2,-0.013511
2024-05-23,GOLD,2335.0,-0.022947
2024-05-24,GOLD,2332.5,-0.001071
2024-05-28,GOLD,2355.2,0.009685
2024-05-29,GOLD,2340.3,-0.006346
2024-05-30,GOLD,2342.8999,0.00111
2024-05-31,GOLD,2322.8999,-0.008573
2024-06-03,GOLD,2346.6001,0.010151
2024-06-04,GOLD,2325.5,-0.009032
2024-06-05,GOLD,2354.1001,0.012223
2024-06-06,GOLD,2370.3,0.006858
2024-06-07,GOLD,2305.2,-0.027849
2024-06-10,GOLD,2307.7,0.001084
2024-06-11,GOLD,2307.5,-8.7e-05
2024-06-12,GOLD,2336.0,0.012275
2024-06-13,GOLD,2300.2,-0.015444
2024-06-14,GOLD,2331.3999,0.013473
2024-06-17,GOLD,2312.3999,-0.008183
2024-06-18,GOLD,2330.3999,0.007754
2024-06-20,GOLD,2353.8,0.009991
2024-06-21,GOLD,2316.3999,-0.016017
2024-06-24,GOLD,2330.0,0.005854
2024-06-25,GOLD,2316.6001,-0.005768
2024-06-26,GOLD,2299.2,-0.007539
2024-06-27,GOLD,2324.5,0.010944
2024-06-28,GOLD,2327.7,0.001376
2024-07-01,GOLD,2327.6001,-4.3e-05
2024-07-02,GOLD,2323.0,-0.001978
2024-07-03,GOLD,2359.8,0.015717
2024-07-05,GOLD,2388.5,0.012089
2024-07-08,GOLD,2355.2,-0.01404
2024-07-09,GOLD,2360.1001,0.002078
